,0,1,2,3,4
Sample1006,0.21583516540663827,0.03220232125278931,0.6321025989981455,0.0364449596744488,0.08341495466797816
Sample1023,0.6296049417882175,0.0656505502347067,9.333470220510058e-05,0.30465017327586413,9.999990066183046e-07
Sample118,0.38793466321196163,0.06431826986730427,0.00059161797521736,0.5471423703428769,1.3078602639798782e-05
Sample120,0.38830111137671036,0.6116503481925228,2.9967130694197962e-06,4.45437183014994e-05,9.999993958788466e-07
Sample127,0.9920227700656644,0.00797422994089879,9.999978122971363e-07,9.999978122971363e-07,9.999978122971363e-07
Sample134,0.5797357008627193,9.999980178628882e-07,9.999980178628882e-07,0.4202594603746542,2.8387665906683733e-06
Sample177,0.4240069543624764,0.5759103371378531,1.2197036166744004e-06,8.048879705383494e-05,9.999990000698806e-07
Sample215,0.5239450363335334,9.999972439551288e-07,9.999972439551288e-07,0.4760519636747349,9.999972439551288e-07
Sample230,0.690543178964293,0.03330428534663833,9.999990000010005e-07,0.2179892751306643,0.05816226055940426
Sample234,0.655126366545361,4.995421673562434e-06,9.999980021663263e-07,0.34486663803696116,9.999980021663263e-07
Sample244,0.6937415488115793,0.0316786815062466,0.00044331919411701545,0.27410743568520507,2.9014802851988226e-05
Sample261,0.996838552525037,4.835226756727516e-06,9.999991395798905e-07,0.003154257023477903,1.3552255886536657e-06
Sample263,0.1724937952802071,9.999990530027025e-07,0.8056546090908244,0.02184811533811852,2.4802917968592655e-06
Sample290,0.8487614548735616,0.05317177858246888,0.0001808712171708478,0.0792335878355171,0.018652307491281453
Sample302,0.6642930563751768,0.1027999939112598,0.006317324767655429,0.19666568312848995,0.029923941817418007
Sample321,0.5000079924364227,0.00046353709646167223,4.264671842217315e-05,0.4984262718863508,0.0010595518623427245
Sample330,0.7551869518085562,0.03471109834681422,9.999992353135253e-07,0.2100933631942105,7.586651183767329e-06
Sample343,0.9054917743389652,0.06475104626399472,9.999990156886258e-07,0.02964745071872912,0.00010872867929517453
Sample353,0.509760514974366,0.032457097109103036,0.018593884786844418,0.10418301847337996,0.3350054846563066
Sample371,0.9449434153107904,0.01182728400258596,9.999990020518316e-07,5.870162381805413e-05,0.0431695990638035
Sample387,0.7931876565681973,0.016523144557149417,2.2480626748637975e-06,8.090476459778553e-06,0.19027886033551852
Sample409,0.854634045088506,0.011938615283510146,9.999994592515842e-07,0.017496895427723518,0.11592944420080098
Sample416,0.3971112620811714,0.02928950233519617,0.5639237935812385,0.00962568017623998,4.9761826154002326e-05
Sample424,0.1711910532164698,0.039226215939954456,9.999990006883908e-07,0.5133663088933629,0.27621542195121207
Sample427,0.8302733095172979,0.040648443018156365,9.999990034681732e-07,0.12888635576645713,0.0001908916990852005
Sample454,0.670768678533287,0.06929720448424079,0.0005903764645613497,0.25900012610099665,0.00034361441691420147
