,0,1,2
Sample1006,0.09910264822721482,0.5715972904250908,0.3293000613476944
Sample1023,0.33487248069694536,9.99999107454343e-07,0.6651265193039473
Sample118,0.6042435325963275,0.004468865292251704,0.39128760211142094
Sample120,0.16300939551307042,0.1327160880847023,0.7042745164022273
Sample127,0.002028735965936167,9.99999001724845e-07,0.997970264035062
Sample134,0.4193857305088778,9.999990059876096e-07,0.5806132694921162
Sample177,0.19931882367084292,0.13432875367931318,0.6663524226498438
Sample215,0.4820234755697884,3.821247110239172e-06,0.5179727031831013
Sample230,0.2439911671394223,0.03792857945562679,0.718080253404951
Sample234,0.34176273126785833,0.00013874230477381517,0.6580985264273679
Sample244,0.280398392865417,9.99999000001e-07,0.7196006071355829
Sample261,9.999980000039998e-07,9.999980000039998e-07,0.999998000004
Sample263,0.07260633350128905,0.6572804567611348,0.27011320973757624
Sample290,0.0940046403276395,0.01281205405037869,0.8931833056219819
Sample302,0.25330890535789735,0.02806460894034093,0.7186264857017618
Sample321,0.5006739594611253,9.999990007296834e-07,0.49932504053987387
Sample330,0.21776319109190143,2.178101690059678e-05,0.782215027891198
Sample343,0.06494378646859765,9.351695018100547e-05,0.9349626965812213
Sample353,0.13225544388072416,0.22514925264360092,0.6425953034756751
Sample371,0.00048306618569967513,0.03390494689304522,0.965611986921255
Sample387,9.999990000042709e-07,0.13466521902655965,0.8653337809744404
Sample409,0.012884176706641952,0.07220954768154102,0.9149062756118171
Sample416,0.01847361504383188,0.48527734019279556,0.49624904476337256
Sample424,0.6261105191615629,0.14985198122536267,0.22403749961307437
Sample427,0.14396101772002076,9.999990773049114e-07,0.8560379822809019
Sample454,0.2943233994777849,9.999993056823328e-07,0.7056756005229095
Sample477,0.007008773331901975,9.999990000011369e-07,0.992990226669098
Sample482,0.008773136403042434,9.999990000098837e-07,0.9912258635979575
Sample491,0.0861355965158801,0.014288390509085345,0.8995760129750345
Sample495,9.99999000580155e-07,0.12822098935991214,0.8717780106410872
Sample507,0.9999980000039973,9.999980014271395e-07,9.999980014271395e-07
Sample509,0.00465798046361075,0.0397130407071392,0.9556289788292501
Sample512,0.04713089139299083,0.01625738798518719,0.936611720621822
Sample522,0.00023880014596126348,0.0335718882553179,0.9661893115987209
Sample548,0.5212229341225746,0.17791015495960685,0.3008669109178186
Sample564,9.99999004211429e-07,0.21986030680720092,0.7801386931937948
Sample609,0.1448548653260715,0.0019315831757359318,0.8532135514981924
Sample616,9.999997904819324e-07,0.3161894566988904,0.6838095433013192
Sample620,0.20532565883683365,0.0047684366703865935,0.7899059044927798
Sample624,0.06243816240984011,0.6221563022421457,0.31540553534801413
Sample631,0.20888638548844726,0.02020425611612387,0.7709093583954288
Sample687,9.999991927558812e-07,0.057299545316091494,0.9426994546847157
Sample710,0.33457216602972417,0.0075422484072862886,0.6578855855629895
Sample712,0.31106915811468605,0.011925822505084635,0.6770050193802293
Sample717,0.5305239721581598,0.15762221567453752,0.3118538121673026
Sample733,0.003850308390433793,0.15002047416780548,0.8461292174417607
Sample746,0.49187884695151773,0.000919757184816956,0.5072013958636653
Sample759,0.054780573183448415,0.000463535923622352,0.9447558908929292
Sample767,6.107432623345093e-05,0.003506456745518021,0.9964324689282484
Sample803,9.999990000010007e-07,0.010903147599089306,0.9890958524019108
Sample812,0.1339509080598633,0.041455773441637665,0.8245933184984989
Sample827,0.10999380089651806,9.999990000010106e-07,0.890005199104482
Sample838,0.13262578787429866,0.00029304075675421116,0.867081171368947
Sample853,0.09512000870671398,1.1008530096458906e-05,0.9048689827631896
Sample868,0.0007504045920277113,0.07014990191264366,0.9290996934953286
Sample871,0.12413154261252793,0.13674480087899618,0.739123656508476
Sample872,0.04863101224621695,0.6445157084055344,0.30685327934824874
Sample882,0.10020587047088907,0.009750080233521363,0.8900440492955896
Sample904,0.11316525040898509,0.7245652196914072,0.16226952989960777
Sample906,0.07130638957566554,0.042371918155268334,0.8863216922690662
Sample919,9.999981240914748e-07,9.999981240914748e-07,0.9999980000037518
Sample943,0.021266513697376664,9.999990000010066e-07,0.9787324863036233
Sample961,0.37281237167829173,1.3405029413617704e-06,0.627186287818767
Sample983,0.02450528805669892,0.16176941695909997,0.8137252949842011
