,0,1,2,3,4
Sample1006,0.22078057895142872,0.6272419553674932,0.03674087608118278,0.03130254834101095,0.08393404125888436
Sample1023,0.6116653722280024,6.137736311598638e-05,0.32147371003324576,0.06679854037662711,9.999990087651657e-07
Sample118,0.36040329441382996,6.684170442483977e-05,0.5635963978830361,0.07593246599970914,9.99999000044745e-07
Sample120,0.36973098420037054,0.0009300110276257812,9.999980000041423e-07,0.6293370047760038,9.999980000041423e-07
Sample127,0.9914890855434395,9.999981560245204e-07,9.999981560245204e-07,0.008506669492554223,2.2449676940270682e-06
Sample134,0.5881035776447148,9.999971041370366e-07,0.4118934223639731,9.999971041370366e-07,9.999971041370366e-07
Sample177,0.42127025509235416,0.0009365181528715635,1.02348553911462e-05,0.5777819919003765,9.999990066934466e-07
Sample215,0.521487607130995,0.00030754895068172956,0.4768783808061856,0.0011080919412814415,0.0002183711708562071
Sample230,0.6954962453529561,3.280982257285387e-06,0.2106992672501692,0.038164753549206926,0.05563645286541056
Sample234,0.6598786592495732,0.0004685262196087309,0.33877136979787403,0.0008804447339428414,9.999990011537945e-07
Sample244,0.6839893451454834,1.456674170342925e-05,0.2818362203939633,0.03383810767751818,0.00032176004133189134
Sample261,0.9966540781973364,0.0001845044452070998,0.002298390782564397,0.00086202657589214,9.999990000045767e-07
Sample263,0.17131172694069194,0.8041822562423396,0.02422651569235858,9.999990000029904e-07,0.0002785011256097989
Sample290,0.8480212303793014,9.999990000009998e-07,0.0807671585524581,0.052014662049668904,0.019195949019571373
Sample302,0.6625251502071322,0.0027130467083269555,0.19485220595236982,0.10356428105370317,0.03634531607846782
Sample321,0.5009627739372565,0.0002783016919649259,0.49872157569680575,3.4261535605900956e-05,3.087138366797959e-06
Sample330,0.7518051900796534,9.99998001674704e-07,0.20476627835587366,0.0434265315684697,9.99998001674704e-07
Sample343,0.8888107726404428,7.676580274395883e-05,0.0421761779891216,0.0689352835685983,9.999990933428802e-07
Sample353,0.4918605481115905,0.022790163918170656,0.09558157341534007,0.042560639794521224,0.3472070747603776
Sample371,0.940841657022639,9.999980000085708e-07,9.999980000085708e-07,0.013579108204462582,0.04557723477689831
