,0,1,2,3
Sample1006,0.04429384635491618,0.06150502738123909,0.23324702846176104,0.6609540978020838
Sample1023,0.33780275321683895,0.03978728467144512,0.6224089621125498,9.999991662113386e-07
Sample118,0.5892098685560739,0.04176057059457852,0.3686890131392294,0.0003405477101182681
Sample120,0.0001557162537183534,0.37865106370606344,0.5007061152031809,0.12048710483703735
Sample127,9.999980000063844e-07,0.005011665111051116,0.994986334892949,9.999980000063844e-07
Sample134,0.41821230742914506,5.45921279217685e-05,0.5816249556993636,0.00010814474356966291
Sample177,0.010934626685154117,0.40638093775078915,0.497679240967464,0.08500519459659274
Sample215,0.47832872624902995,0.001137966894501681,0.5205323068565616,9.999999067546897e-07
Sample230,0.21687651218377432,0.05580714429545416,0.706994394449889,0.020321949070882597
Sample234,0.3397907024454433,0.00043882541627177183,0.6597694721392783,9.99999006708911e-07
Sample244,0.2855124915730452,0.02222007585483926,0.6922664325731068,9.999990087920147e-07
Sample261,0.002542308572542403,8.386737584110283e-06,0.9973238093158304,0.00012549537404305303
Sample263,0.026403629643420926,0.0005922229582039789,0.17310148114500856,0.7999026662533666
Sample290,0.09463748806196792,0.03356753714266251,0.8667505549425183,0.005044419852851301
Sample302,0.2121741236552993,0.08265556415783981,0.6813146823453623,0.023855629841498558
Sample321,0.49977427261824603,9.999980133114032e-07,0.5002237273857275,9.999980133114032e-07
Sample330,0.22215457846074296,0.018725921578254756,0.759090999862805,2.8500098197314265e-05
Sample343,0.05277311236797493,0.046079931215197156,0.9011459564178236,9.999990044327118e-07
Sample353,0.11933261019521663,0.16169717892209015,0.5597290848709291,0.15924112601176404
Sample371,9.122443931914127e-05,0.032357693771718654,0.9485483562673832,0.01900272552157892
Sample387,9.999990072671108e-07,0.08896944887741039,0.8165020515064294,0.09452749961715284
Sample409,0.012176644959223127,0.06160470298959532,0.8697425043285342,0.05647614772264748
Sample416,0.019726130021989193,0.012206789805922321,0.3898935194522555,0.578173560719833
Sample424,0.546302385009233,0.14263198259712148,0.20045667847741136,0.11060895391623414
Sample427,0.14360249852510024,0.022138815430290136,0.834257686045576,9.999990337198647e-07
Sample454,0.2558955892846664,0.03730089546120517,0.706359796220496,0.00044371903363242673
Sample477,0.008285982003531353,0.01588573873128084,0.9758272792661878,9.999990001284724e-07
Sample482,0.0024360186634851443,0.03243740629791541,0.9650713042973234,5.527074127612476e-05
Sample491,0.0529342893430635,0.09425849701376389,0.8527877428744094,1.947076876316744e-05
Sample495,0.0005370831523450983,0.07957023229066283,0.8368785384357799,0.08301414612121222
Sample507,0.9999776868002449,9.999983958480678e-07,9.999983958480678e-07,2.0313202963416968e-05
Sample509,9.999990000014102e-07,0.04946851471456052,0.9155204099293224,0.03501007535711725
Sample512,0.06974157775912837,0.02784112807092599,0.8904090721945582,0.012008221975387427
Sample522,0.0013286910102854688,0.03265436414441094,0.9388487853188854,0.027168159526418167
Sample548,0.36859989801217874,0.6118388528457073,0.003205442128139438,0.01635580701397456
Sample564,0.0017147779897784586,0.06620785996959587,0.7163238183498885,0.21575354369073735
Sample609,0.1123485340408068,0.08174217435922179,0.8055538054169876,0.00035548618298382527
Sample616,9.999990012396608e-07,0.10753650606071019,0.5981011671963052,0.29436132674398335
Sample620,0.2171323941760775,0.022333315341176906,0.7556743540516875,0.004859936431058131
Sample624,0.03469489157464618,0.01569738639156481,0.21929263073072788,0.730315091303061
Sample631,0.2293709621842559,0.017565468428519863,0.7407071804511566,0.012356388936067664
Sample687,0.0003362979933226887,0.059062597215817074,0.896903575750172,0.04369752904068827
Sample710,0.3300099705478464,0.06761140268035666,0.6023776267726877,9.99999109269905e-07
Sample712,0.2785948637556179,0.10339563346667673,0.6166212009093012,0.0013883018684042073
Sample717,0.49733014532484937,0.12371282358832153,0.26488477820317635,0.11407225288365275
Sample733,1.0704184493605688e-05,0.06746145903785704,0.7835407506705614,0.14898708610708788
Sample746,0.5027001971785546,9.999982245859446e-07,0.4972978028249962,9.999982245859446e-07
Sample759,0.04629161095307073,0.03353741352057574,0.9201551084264082,1.5867099945355637e-05
Sample767,9.99999000001e-07,0.004195200372657552,0.9905048980761485,0.005298901552193909
Sample803,1.1117857611928057e-06,0.01398719040752354,0.9707725466057933,0.015239151200922056
Sample812,0.1358108175492481,0.030555588550529582,0.8129941443853886,0.020639449514833604
Sample827,0.11682446457251912,0.008904260781650747,0.87427027464683,9.999990000011847e-07
Sample838,0.14868860854286708,1.444248707693733e-06,0.8513089472094252,9.999990001836553e-07
Sample853,0.10831781705944303,0.009763561840934368,0.8818984801383518,2.0140961270742304e-05
Sample868,0.0037146872914410873,0.0491693530670347,0.8952217842746383,0.05189417536688586
Sample871,9.999990000015917e-07,0.19693088050431307,0.6868385721530033,0.11622954734368374
Sample872,0.17228717162923435,0.3920706239435614,0.00044533104635889186,0.43519687338084534
Sample882,0.03717630297815224,0.09270571442677714,0.8701169825960706,9.99999000001e-07
Sample904,0.031601585902183024,0.08298715126355098,0.07112147801597761,0.8142897848182884
Sample906,0.010617663107646537,0.09311726029424106,0.8434170690004023,0.0528480075977102
Sample919,0.0009890112882587117,4.86764623577088e-05,0.9989613122500948,9.9999928889231e-07
Sample943,0.0006420093060580023,0.02875783774841743,0.9635454301874199,0.007054722758104688
Sample961,0.366726584051518,0.027167937166484298,0.6048012845989377,0.0013041941830600047
Sample983,9.999994534758724e-07,0.03222207077619695,0.7594902183249984,0.20828671089935125
