,0,1,2,3
Sample1006,0.22901063842325373,0.060748517068983855,0.045313193719286625,0.6649276507884759
Sample1023,0.6330546853314959,0.32638745234018784,0.0382630253601055,0.00229483696821075
Sample118,0.3799033244117807,0.583035385816301,0.03691311295735307,0.0001481768145652599
Sample120,0.43025989744053184,9.999990000254789e-07,0.4529324404563331,0.11680666210413511
Sample127,0.9929665048324865,0.00039705187019612066,0.006473183417932177,0.0001632598793852894
Sample134,0.579582100310604,0.42041589969235915,9.999985185060104e-07,9.999985185060104e-07
Sample177,0.5133731184329949,3.3775272493727914e-05,0.38504778662819167,0.10154531966631972
Sample215,0.5235829607951432,0.47635444821213496,9.99999025315118e-07,6.159099369656064e-05
Sample230,0.7046045138966653,0.23353180308310928,0.046204346193514545,0.01565933682671079
Sample234,0.6528026188128335,0.34719538118860066,9.999992828882266e-07,9.999992828882266e-07
Sample244,0.6855703960058482,0.2941619532866253,0.019670512595999015,0.0005971381115274836
Sample261,0.9948666282656784,0.005123191851067391,9.179884254340482e-06,9.99999000001907e-07
Sample263,0.1705563806880118,0.0326115320494253,9.999990003506953e-07,0.7968310872635626
Sample290,0.8676838847681783,0.09446909413161635,0.03306442556761838,0.004782595532587062
Sample302,0.6664077782637353,0.2404950069357631,0.06962725830104523,0.02346995649945639
Sample321,0.5016094791391633,0.49821828368246973,9.99999001019934e-07,0.00017123717936576283
Sample330,0.7580406182234842,0.22195474121188555,0.020003640565626698,9.999990036457346e-07
Sample343,0.9048293374412838,0.055928567455444216,0.039241095104271095,9.999990007754524e-07
Sample353,0.5452222494852942,0.12223535762622359,0.1674584248960398,0.16508396799244252
Sample371,0.9514381813080197,9.999990000010003e-07,0.029442916829241467,0.019117901863738917
Sample387,0.8223044953518255,5.6895019245234936e-06,0.08947135836156485,0.08821845678468528
Sample409,0.8629733658439106,0.0211550002868857,0.054324935207060956,0.061546698662142824
Sample416,0.40838393365251713,0.012474856912524604,0.014394005583358283,0.5647472038516
Sample424,0.20955107763011885,0.5530237752922859,0.1365647983557555,0.10086034872183991
Sample427,0.8335365389421878,0.14362826866399714,0.022834192394815055,9.999990000009998e-07
Sample454,0.7098511142528602,0.2543406809388736,0.03580720480869746,9.99999568869611e-07
Sample477,0.9736752859896332,0.002420338200601975,0.02383266145544247,7.171435432238377e-05
Sample482,0.9610657927862745,0.005577601094358707,0.03335560612035296,9.999990137720852e-07
Sample491,0.8470615998319001,0.05704200013368704,0.09572340190225333,0.0001729981321595507
Sample495,0.8197085078109912,9.999991494418058e-07,0.08866383000613828,0.09162666218372086
Sample507,1.2633516645585342e-05,0.9997893081485238,1.2839505713724854e-05,0.00018521882911679276
Sample509,0.9173848822225662,1.615552630415537e-06,0.0523907316407408,0.03022277058406256
Sample512,0.8919718411326601,0.05668020733183474,0.0348454888531493,0.016502462682355806
Sample522,0.9267694103037838,9.999998344643085e-07,0.039266015408858296,0.03396357428752346
Sample548,0.003202847926794541,0.352580950597901,0.6202975795041086,0.023918621971195823
Sample564,0.7118506243375273,2.4138328187624075e-06,0.0632180064746391,0.22492895535501475
Sample609,0.80806230681185,0.11030855146718406,0.08143850236064393,0.0001906393603220687
Sample616,0.5945069533663719,9.999990000009998e-07,0.10770281519209557,0.29778923144253233
Sample620,0.7556577966097414,0.21438520858728038,0.02229640710559343,0.007660587697384596
Sample624,0.21665752647236763,0.038101217428724854,0.018063144283540673,0.7271781118153668
Sample631,0.7530907353812288,0.21681693958014828,0.016406465847239628,0.013685859191383152
Sample687,0.9089824520264028,9.999990000009998e-07,0.05772189127977229,0.03329465669482474
Sample710,0.6306534212576739,0.3174637858578827,0.051881792885265766,9.999991778520788e-07
Sample712,0.6070494999317183,0.29543775302542696,0.09562923252566015,0.0018835145171946957
Sample717,0.25026287852568446,0.5154897392016208,0.11562416674974946,0.11862321552294529
Sample733,0.7740503988253673,1.1558691735750396e-05,0.0752727924756702,0.15066525000722678
Sample746,0.5081324838376318,0.4918465599551245,1.995620757501556e-05,9.999996686687014e-07
Sample759,0.9176377466292808,0.05022210764087671,0.032139145730842554,9.99999000001e-07
Sample767,0.993059459066042,9.999990023706067e-07,0.0052842535747765484,0.0016552873601790514
Sample803,0.9771581157072821,9.999992760669703e-07,0.01423984240756445,0.00860104188587748
Sample812,0.8081419516461631,0.12650052971832101,0.03730753129488868,0.028049987340627105
Sample827,0.8762398325076206,0.11732193398830201,0.006437233505067228,9.999990100785206e-07
Sample838,0.8459436954723502,0.15403625293769294,7.316070260060552e-06,1.2735519696773772e-05
Sample853,0.8822191371468618,0.11383333251543797,0.00394653033870027,9.999990000012914e-07
Sample868,0.897843821126275,0.00021526001064252969,0.04501095833223579,0.05692996053084665
Sample871,0.6840265445128713,9.549550679408305e-05,0.2061885257529546,0.10968943422738012
Sample872,0.002016903129024346,0.17809522758761803,0.40494923156176554,0.41493863772159206
Sample882,0.8629878349640255,0.005298054453110167,0.10384128057149501,0.027872830011369337
Sample904,0.07134421644959599,0.03708277564023542,0.07533593774100651,0.8162370701691621
Sample906,0.8565909228812191,0.017487027811521897,0.09372941611450782,0.03219263319275119
Sample919,0.9987283682899576,0.0009120686048261776,9.99999000001008e-07,0.0003585631062161795
Sample943,0.9524949671161249,9.999999757622024e-07,0.034775203953050955,0.012728828930848375
Sample961,0.6094874945973997,0.36203129041903337,0.02831234792812289,0.00016886705544404625
Sample983,0.775522642184622,9.999990005238144e-07,0.03919868567934485,0.18527767213703267
