,0,1
Sample1006,0.6813509690420005,0.3186490309579995
Sample1023,0.36307884749820507,0.636921152501795
Sample118,0.6404406892724092,0.3595593107275908
Sample120,0.4781064033928853,0.5218935966071148
Sample127,0.000476198103756745,0.9995238018962432
Sample134,0.40004045897451945,0.5999595410254805
Sample177,0.4852701704465913,0.5147298295534087
Sample215,0.4751815368950806,0.5248184631049194
Sample230,0.28648209496582583,0.7135179050341742
Sample234,0.3236772552730211,0.6763227447269788
Sample244,0.29659622996845264,0.7034037700315473
Sample261,9.999990000830208e-07,0.9999990000009998
Sample263,0.7120862289477086,0.28791377105229143
Sample290,0.11227234786584143,0.8877276521341586
Sample302,0.2975227650533575,0.7024772349466425
Sample321,0.5002313127140852,0.49976868728591484
Sample330,0.21248775885318746,0.7875122411468124
Sample343,0.07111449392516085,0.9288855060748392
Sample353,0.3875304149155011,0.6124695850844989
Sample371,0.016406084897480022,0.98359391510252
Sample387,0.12060324586654529,0.8793967541334547
Sample409,0.08177489149906308,0.918225108500937
Sample416,0.5347053976600005,0.4652946023399995
Sample424,0.7777321352620818,0.22226786473791826
Sample427,0.13872978563133628,0.8612702143686637
Sample454,0.2975376709190356,0.7024623290809644
Sample477,0.005602118642916561,0.9943978813570834
Sample482,0.011837919106350934,0.9881620808936491
Sample491,0.1310444964658019,0.8689555035341981
Sample495,0.11511341548821734,0.8848865845117827
Sample507,0.9999990000010001,9.99999000001e-07
Sample509,0.055262079388673495,0.9447379206113266
Sample512,0.07584453198638033,0.9241554680136197
Sample522,0.01794522567538004,0.98205477432462
Sample548,0.9821653025247098,0.01783469747529026
Sample564,0.22932508091633366,0.7706749190836664
Sample609,0.1759643096402071,0.8240356903597928
Sample616,0.332183949198202,0.6678160508017981
Sample620,0.21156897843505143,0.7884310215649486
Sample624,0.6677858327716114,0.3322141672283886
Sample631,0.22148235256918042,0.7785176474308196
Sample687,0.04950571789384598,0.950494282106154
Sample710,0.35380111922252805,0.6461988807774719
Sample712,0.3821336583253371,0.617866341674663
Sample717,0.7028208698509391,0.2971791301490609
Sample733,0.16232631954315718,0.8376736804568429
Sample746,0.48874920458196436,0.5112507954180358
Sample759,0.054848336401308255,0.9451516635986918
Sample767,0.0003754021601805453,0.9996245978398195
Sample803,9.99999000001e-07,0.9999990000010001
Sample812,0.15010134350652005,0.84989865649348
Sample827,0.09243467383146249,0.9075653261685375
Sample838,0.11281390269092731,0.8871860973090727
Sample853,0.06861117703583174,0.9313888229641683
Sample868,0.041979741501344044,0.958020258498656
Sample871,0.27350849989710685,0.7264915001028932
Sample872,0.7235781395070133,0.2764218604929868
Sample882,0.13315911328686905,0.866840886713131
Sample904,0.8070384871222543,0.1929615128777457
Sample906,0.1371819002316368,0.8628180997683632
Sample919,9.999990000021309e-07,0.9999990000010001
Sample943,0.020853546994635697,0.9791464530053643
Sample961,0.35939301391060646,0.6406069860893935
Sample983,0.18468749475909077,0.8153125052409093
