,0,1,2
Sample1006,0.12792449919997295,0.3462803518021794,0.5257951489978477
Sample1023,0.3457950237254108,0.6542039762755893,9.99999000001e-07
Sample118,0.5828969535048091,0.4157565744704448,0.0013464720247461297
Sample120,0.2055800107129197,0.6671497824965099,0.12727020679057055
Sample127,0.0013406205638268037,0.9986583794369436,9.999992295942667e-07
Sample134,0.39597101950341496,0.6040265673169971,2.413179588083349e-06
Sample177,0.23600804283117616,0.6648318391224939,0.09916011804632997
Sample215,0.4674398599255743,0.532559140075092,9.999993339231916e-07
Sample230,0.23259680363521595,0.7217685392964318,0.04563465706835228
Sample234,0.33663452407868444,0.6633644759223157,9.99999000001e-07
Sample244,0.29827156701603824,0.7017189903398857,9.442644076066327e-06
Sample261,0.001654201847279538,0.9983369629944016,8.835158318947542e-06
Sample263,0.11197804111010667,0.3120814418839515,0.575940517005942
Sample290,0.09637177844284069,0.893201214404504,0.010427007152655451
Sample302,0.24819112455251477,0.7226209172637402,0.029187958183745016
Sample321,0.4929483787795486,0.5070506212214514,9.999990000010015e-07
Sample330,0.2206493684251105,0.7790711055106405,0.00027952606424895587
Sample343,0.06572792149794902,0.9342710785030401,9.99999010967853e-07
Sample353,0.12367795462059825,0.6321213343677993,0.24420071101160248
Sample371,9.99999000001001e-07,0.9679629042498514,0.032036095751148554
Sample387,9.999990021725757e-07,0.8639421405918181,0.13605685940917975
Sample409,0.0020203182326200666,0.9117492349537739,0.08623044681360609
Sample416,0.03931024493790863,0.5284993572322203,0.4321903978298711
Sample424,0.5858644977048196,0.24002808607916706,0.1741074162160134
Sample427,0.14739720493464586,0.8525334481343667,6.934693098733565e-05
Sample454,0.2663278543023593,0.7335598642844803,0.00011228141316043884
Sample477,0.006172011043019984,0.9935799366888477,0.00024805226813229275
Sample482,0.010432284115872836,0.989566715885127,9.999990002123087e-07
Sample491,0.08258116918557847,0.9019167232482173,0.015502107566204328
Sample495,9.99999000654425e-07,0.8581682360649004,0.1418307639360989
Sample507,0.9999980000039946,9.99998002708264e-07,9.99998002708264e-07
Sample509,0.017142305722694668,0.947626953460353,0.03523074081695229
Sample512,0.06297486215648229,0.927625375335502,0.009399762508015634
Sample522,0.0002444269903599284,0.9621520646678794,0.03760350834176068
Sample548,0.5150765631849425,0.3434259244553086,0.1414975123597488
Sample564,9.99999016132743e-07,0.7828060448039502,0.2171929551970336
Sample609,0.14334051827693378,0.8566584817238851,9.99999181028144e-07
Sample616,4.883675775778765e-05,0.6955868322555246,0.3043643309867176
Sample620,0.21591372600495248,0.7744177755563836,0.009668498438664018
Sample624,0.09751056557524704,0.3537057459203039,0.548783688504449
Sample631,0.20400974697541033,0.7711899798646005,0.024800273159989318
Sample687,0.00323757526530726,0.9201792020674762,0.07658322266721672
Sample710,0.3428539990996935,0.6564713354590961,0.0006746654412104527
Sample712,0.35210253219619686,0.6438455698729441,0.004051897930859123
Sample717,0.5247271809413755,0.295091841699424,0.18018097735920055
Sample733,2.6307295995296474e-05,0.8450475533565847,0.15492613934742
Sample746,0.48234083632595004,0.5174200395591527,0.0002391241148972598
Sample759,0.05139752192330504,0.9484736097254906,0.00012886835120435108
Sample767,1.0707404249014293e-06,0.9949181296607617,0.005080799598813414
Sample803,9.999990000011631e-07,0.986787754268458,0.013211245732542114
Sample812,0.12134338774992275,0.831017579607701,0.047639032642376185
Sample827,0.11288623350719393,0.887112766493806,9.999990000010013e-07
Sample838,0.14666546853040532,0.8533335314704754,9.999991193824776e-07
Sample853,0.10092802252070822,0.8990709774802889,9.999990030793397e-07
Sample868,9.999990000010007e-07,0.9256393302540356,0.0743596697469644
Sample871,0.09547526278104562,0.7363905127813956,0.16813422443755877
Sample872,0.024412818784832563,0.29073400664689575,0.6848531745682718
Sample882,0.06256232056150787,0.933830608413619,0.0036070710248732184
Sample904,0.15779884678077377,0.1836562780498759,0.6585448751693503
Sample906,0.06226557594192621,0.8914834341185346,0.0462509899395392
Sample919,3.7230400048176503e-06,0.9999937362347031,2.5407252920577337e-06
Sample943,0.01619348701969058,0.9838036773164022,2.8356639072364656e-06
Sample961,0.37136193546384966,0.6286332574969955,4.807039154921199e-06
Sample983,0.018658815527489568,0.835541448003284,0.14579973646922645
