,0,1,2,3,4
Sample1006,0.025487873319543393,0.07491298834375834,0.21264197897016937,0.050404860489391363,0.6365522988771376
Sample1023,0.06820130956548946,9.999983967048179e-07,0.6153949088225161,0.3164017816152011,9.999983967048179e-07
Sample118,0.06212454794773459,9.999990174266932e-07,0.37623119337189936,0.5606374795957628,0.0010057790855857317
Sample120,0.6192568801556564,9.99998050511562e-07,0.37651482277678794,9.99998050511562e-07,0.004226297071454476
Sample127,0.007628481775812767,5.561873194702028e-06,0.9918832434741885,0.00048171287780396577,9.99999000001044e-07
Sample134,1.7212024937810213e-06,9.999988308313414e-07,0.5879673895923724,0.4120288892074723,9.999988308313414e-07
Sample177,0.5692129741228907,0.000625014463921736,0.4296924917319966,0.00046851968218880293,9.999990022690237e-07
Sample215,9.99998002529979e-07,9.99998002529979e-07,0.5364912588510167,0.46346825918098117,3.8481971997272187e-05
Sample230,0.038747218897104724,0.07020050907480296,0.6827359192464427,0.20819447971044178,0.00012187307120783701
Sample234,9.999980001862417e-07,0.00022139922717649569,0.6504248279294036,0.34935177284741953,9.999980001862417e-07
Sample244,0.035867022267000837,0.00028916504058736965,0.6834258390065376,0.28035800942671457,5.996425915970137e-05
Sample261,9.999980002259428e-07,9.999980002259428e-07,0.9965393961741171,0.003358819542674528,9.978428720788958e-05
Sample263,1.00357800021297e-05,9.99999004135042e-07,0.17543230973560897,0.02883931100646676,0.795717343478918
Sample290,0.04982688053129364,0.01261223595652197,0.8530058666699234,0.08455401684323388,9.99999027083966e-07
Sample302,0.11686471530837603,0.028319253181978973,0.6733107344154284,0.17877365884950558,0.0027316382447109067
Sample321,9.769683994618291e-05,0.00018556232965639838,0.5135716189262887,0.4861441219051088,9.99999000001e-07
Sample330,0.042907874337579185,9.999990007278905e-07,0.7510111907185493,0.2060725295955567,7.405349314170431e-06
Sample343,0.0626980279673792,9.99999000265438e-07,0.8969473968106266,0.040278279757209816,7.529546578421173e-05
Sample353,0.04333903609000166,0.3280371069590351,0.49784960795596617,0.10079760916380297,0.029976639831194096
Sample371,0.014660835462123612,0.04848861609319863,0.936415070283003,1.6986645577716868e-06,0.00043377949711698025
Sample387,0.014261738066446164,0.19748271441287554,0.7882517377917775,2.8097299009224507e-06,9.999990000010318e-07
Sample409,0.007870632294100741,0.11501303605674178,0.8538825030074614,0.02323282864253031,9.999991658109434e-07
Sample416,0.02332766154770922,3.3294692209797894e-05,0.38518566351478517,0.015054786341096402,0.5763985939041995
Sample424,0.037914044592246704,0.2645306397007446,0.18486639598094165,0.5126879197264037,9.999996633898913e-07
Sample427,0.04067209671486242,9.999982875891294e-07,0.8259389766523626,0.13338692663620005,9.999982875891294e-07
Sample454,0.07481145687823618,9.999980000040009e-07,0.6821760836092781,0.2430104595164859,9.999980000040009e-07
Sample477,0.028227942841003308,9.999990000012925e-07,0.9710614707421786,0.0006760174193532317,3.356899846496259e-05
Sample482,0.04752620373681786,9.999977801645609e-07,0.9524707962698419,9.999977801645609e-07,9.999977801645609e-07
Sample491,0.16558191606666348,9.99999000001005e-07,0.8228173141087236,0.011553016246134284,4.675357947853938e-05
Sample495,0.0032617903861075336,0.20029847798808206,0.7961229074617693,9.999999575095516e-07,0.0003158241640835478
Sample507,9.999988419405465e-07,1.422863016028541e-05,9.999988419405465e-07,0.9999294106308363,5.436074131967065e-05
Sample509,0.056661879682051136,0.047507840059810236,0.8952901523546378,0.0003922014739008764,0.00014792642959987677
Sample512,0.046700094375278826,0.017795036159703126,0.8923751519807415,0.04312504757119796,4.669913078683963e-06
Sample522,0.019004061451614627,0.05458023728199443,0.926397581399076,1.7119867760677286e-05,9.999995541979038e-07
Sample548,0.9421053855110638,1.4458759837882823e-06,9.999990169244242e-07,0.05732278971874869,0.0005693788951867315
Sample564,0.016861866524352887,0.12377079716228813,0.6960572497392569,0.0027457622983545443,0.16056432427574752
Sample609,0.1426746713413644,6.752771920692632e-06,0.7854794080933155,0.07183816779439958,9.999990000011366e-07
Sample616,0.026630395290223437,0.20271763620331848,0.562083848261549,9.999990000010056e-07,0.2085671202459089
Sample620,0.02381840161416157,0.01873836405699129,0.7578147279262354,0.19828138690160182,0.0013471195010100105
Sample624,0.014841055394558801,0.023846569459864814,0.2145203242255111,0.03053939701390487,0.7162526539061606
Sample631,9.999981052587484e-07,0.034084953003573594,0.7603009180276157,0.2056121289726003,9.999981052587484e-07
Sample687,0.03391361698496461,0.09519612960972018,0.8708882534092435,9.999980359452487e-07,9.999980359452487e-07
Sample710,0.08831809172915062,9.999985486344344e-07,0.6159086180191544,0.29577129025459764,9.999985486344344e-07
Sample712,0.1665581612853408,9.99998000004036e-07,0.5789738173486857,0.2544660213699735,9.99998000004036e-07
Sample717,9.99999000001e-07,0.2724629095297812,0.23304872301468513,0.4944826130935396,4.7543629941735545e-06
Sample733,0.030651675070833537,0.1281178448595968,0.7559440668427706,3.787677228016212e-05,0.08524853645451896
Sample746,9.999981591945554e-07,9.999981591945554e-07,0.4967567298027215,0.5028430991333191,0.0003981710676409525
Sample759,0.054012047961920995,9.999981898912979e-07,0.9079531816168459,0.03803277042485343,9.999981898912979e-07
Sample767,9.999990000198772e-07,0.010602591241811022,0.9889478217023016,0.0004039625368643823,4.462452002297846e-05
Sample803,0.0007422342727913434,0.026657058709461272,0.9724311359368333,8.055207730458237e-05,8.90190036095286e-05
Sample812,1.3231753737466145e-06,0.07281056408556857,0.8011680444388627,0.12328672631458586,0.0027333419856089463
Sample827,0.013043017252459321,9.999988866231953e-07,0.8714527473811934,0.11550223536857411,9.999988866231953e-07
Sample838,9.99999009705508e-07,0.00047045118021878514,0.8538781729961612,0.14417195352519957,0.0014784222994107458
Sample853,0.01850473235291719,9.999990037609785e-07,0.880264564612554,0.10055667047757534,0.0006730325579497349
Sample868,5.455928841315634e-06,0.12127568283128812,0.8777222372711534,0.0009395539033218097,5.7070065395397526e-05
Sample871,0.1785833314689489,0.21029102060688146,0.6108757858356185,9.99999000291805e-07,0.00024886208955084566
Sample872,0.00016765142879388058,0.9978305124405767,0.00017673470111375424,0.0003573351437605781,0.0014677662857548745
Sample882,0.15812152360580511,9.999980263268842e-07,0.8413518725644489,0.0005246038336934485,9.999980263268842e-07
Sample904,0.009243389103993097,0.16518680880453296,0.051842998263743695,0.03460127761671275,0.7391255262110176
Sample906,0.1431073051356267,0.03572428705827714,0.8181094101991346,9.999990000548004e-07,0.0030579976079615125
Sample919,9.99998023379589e-07,9.99998023379589e-07,0.9999648049719473,1.1635147850742799e-05,2.1559884155396837e-05
Sample943,0.04922535530930999,9.999990781090892e-07,0.9489746872510965,0.00010694748327838922,0.0016920099572370424
