,0,1,2
Sample1006,0.5832691613063907,0.08941388063256468,0.32731695806104466
Sample1023,9.999990000021632e-07,0.354329152126972,0.645669847874028
Sample118,0.003990744523426714,0.5937999780538928,0.40220927742268037
Sample120,0.1275075454732593,0.2210253402412416,0.6514671142854991
Sample127,9.999980544234393e-07,9.999980544234393e-07,0.999998000003891
Sample134,9.999990215332063e-07,0.4218816685214477,0.5781173314795307
Sample177,0.15363369269387678,0.21267227553039927,0.633694031775724
Sample215,9.999990001044914e-07,0.46338653136615393,0.536612468634846
Sample230,0.03526411263455014,0.22927024856307784,0.735465638802372
Sample234,9.999991242661377e-07,0.3421379738740633,0.6578610261268124
Sample244,9.99999000001e-07,0.29532783026318454,0.7046711697378155
Sample261,9.999984239406314e-07,9.999984239406314e-07,0.9999980000031521
Sample263,0.6638397766104341,0.06132460016799365,0.27483562322157223
Sample290,0.008524885467407418,0.09264920254618965,0.8988259119864029
Sample302,0.046512832503296055,0.257759300880575,0.6957278666161288
Sample321,0.00024310992500787792,0.49421143542607315,0.5055454546489191
Sample330,9.999996802014942e-07,0.2119418417434607,0.7880571582568591
Sample343,9.999990000085029e-07,0.06744633300606469,0.9325526669949352
Sample353,0.21924703875128768,0.15810290288259612,0.6226500583661162
Sample371,0.03200686626531488,9.999992800423054e-07,0.9679921337354052
Sample387,0.13675115970299848,2.0297155585586124e-06,0.8632468105814429
Sample409,0.0780019674067276,0.015141828083980674,0.9068562045092917
Sample416,0.4859771227428805,0.018823728963113705,0.4951991482940059
Sample424,0.1407180837462131,0.6144283052598551,0.24485361099393177
Sample427,1.822452075165156e-05,0.13527554299741418,0.8647062324818342
Sample454,9.999990000009998e-07,0.2729598006808902,0.7270391993201097
Sample477,0.008026703555167698,0.00026742371506181583,0.9917058727297705
Sample482,0.0002642708209267002,0.013608913266137532,0.9861268159129357
Sample491,0.01986538450986393,0.07985990625209781,0.9002747092380383
Sample495,0.11990962661293446,9.37044089992564e-05,0.8799966689780663
Sample507,1.9650193525838258e-05,0.9992389175494683,0.0007414322570059769
Sample509,0.040677221303344745,0.004067215910808367,0.9552555627858469
Sample512,0.012676819929973217,0.060542074528970286,0.9267811055410565
Sample522,0.03486329952125223,9.999993741865027e-07,0.9651357004793736
Sample548,0.1924492021646068,0.5032929502924025,0.3042578475429907
Sample564,0.209363414935443,0.0023191936868317384,0.7883173913777254
Sample609,9.999990000468178e-07,0.15763158254570625,0.8423674174552936
Sample616,0.31514808534500277,0.00010624325875307905,0.6847456713962442
Sample620,0.008123560726324083,0.21502357030616936,0.7768528689675066
Sample624,0.601470941930022,0.07234534703893987,0.32618371103103816
Sample631,0.016607328851540294,0.21406545101744134,0.7693272201310184
Sample687,0.06634619278884211,0.0006208078851672168,0.9330329993259907
Sample710,0.0027034065965940266,0.3517118381122938,0.6455847552911123
Sample712,0.014162970032756229,0.31595099168046803,0.6698860382867758
Sample717,0.16520082394596267,0.5288659183683253,0.3059332576857121
Sample733,0.15332887338050818,9.99999000001001e-07,0.8466701266204919
Sample746,9.99999000821501e-07,0.4918565506961577,0.5081424493048414
Sample759,0.0013953583281232087,0.05235579055012783,0.9462488511217491
Sample767,0.0051788227463978685,9.99999000001e-07,0.9948201772546023
Sample803,0.012554651368197606,9.265233973648844e-06,0.9874360833978288
Sample812,0.03619731167630618,0.10935327399988931,0.8544494143238045
Sample827,9.999990094245391e-07,0.09934482390385403,0.9006541760971366
Sample838,9.999990234275449e-07,0.13741262011186742,0.8625863798891091
Sample853,9.999990894896942e-07,0.1015965782357568,0.8984024217651536
Sample868,0.0608212724528697,9.999992211261914e-07,0.9391777275479092
Sample871,0.17803617237348526,0.08934443507299207,0.7326193925535227
Sample872,0.6562319753496311,0.01924598857599809,0.32452203607437086
Sample882,0.008504511872803917,0.07975640012089491,0.9117390880063012
Sample904,0.7133306083347188,0.13343702857001896,0.15323236309526234
Sample906,0.042410475224736253,0.06986723606685932,0.8877222887084043
Sample919,3.393048732579084e-06,3.1808074323993646e-06,0.999993426143835
Sample943,0.007285385018827502,0.007425363433865821,0.9852892515473067
Sample961,9.999990006093813e-07,0.37158661321829956,0.6284123867827
Sample983,0.18133530773543632,0.0030950551808366323,0.8155696370837271
