,0,1
Sample1006,0.6824140892907314,0.3175859107092685
Sample1023,0.3694319667578923,0.6305680332421076
Sample118,0.6290702656240844,0.3709297343759157
Sample120,0.49239998887549513,0.5076000111245049
Sample127,9.999995862239868e-07,0.9999990000004138
Sample134,0.413051192440266,0.586948807559734
Sample177,0.4824937825767005,0.5175062174232996
Sample215,0.47028229933299076,0.5297177006670093
Sample230,0.28984479501027627,0.7101552049897238
Sample234,0.322506258376957,0.6774937416230431
Sample244,0.2770581130652901,0.7229418869347098
Sample261,9.999993863049425e-07,0.9999990000006137
Sample263,0.7310805984827613,0.2689194015172387
Sample290,0.0949408463915963,0.9050591536084037
Sample302,0.3060280949554996,0.6939719050445005
Sample321,0.4972358716146748,0.5027641283853251
Sample330,0.20431102617159025,0.7956889738284098
Sample343,0.056955430119958024,0.943044569880042
Sample353,0.37500916578765303,0.624990834212347
Sample371,0.013575261204726526,0.9864247387952735
Sample387,0.12962912099635615,0.8703708790036437
Sample409,0.07203124350732538,0.9279687564926746
Sample416,0.5269349536250044,0.4730650463749957
Sample424,0.7839288089873331,0.21607119101266697
Sample427,0.14582123786556667,0.8541787621344333
Sample454,0.2583166724180203,0.7416833275819796
Sample477,0.007071774649505549,0.9929282253504945
Sample482,0.010388414331733986,0.989611585668266
Sample491,0.12136175837073813,0.8786382416292619
Sample495,0.1112766095567583,0.8887233904432417
Sample507,0.9999990000009998,9.999990001189846e-07
Sample509,0.05442363608579326,0.9455763639142067
Sample512,0.05533993483195844,0.9446600651680416
Sample522,0.021804717701688268,0.9781952822983118
Sample548,0.979604429906214,0.02039557009378611
Sample564,0.22300245004946412,0.7769975499505359
Sample609,0.1574646464824575,0.8425353535175426
Sample616,0.33266612344194724,0.6673338765580529
Sample620,0.20442354145243835,0.7955764585475618
Sample624,0.6555095573415951,0.34449044265840495
Sample631,0.20886635596905664,0.7911336440309434
Sample687,0.05236901434039009,0.9476309856596098
Sample710,0.33806797499805036,0.6619320250019496
Sample712,0.3855781429259117,0.6144218570740884
Sample717,0.7059437112957917,0.29405628870420836
Sample733,0.16569640477554337,0.8343035952244566
Sample746,0.4969175737033403,0.5030824262966598
Sample759,0.052631006281989676,0.9473689937180104
Sample767,9.999996856119648e-07,0.9999990000003144
Sample803,9.99999006840361e-07,0.9999990000009933
Sample812,0.15254882023550204,0.8474511797644979
Sample827,0.06867664290609186,0.9313233570939081
Sample838,0.11539521746828486,0.8846047825317152
Sample853,0.06912696306389136,0.9308730369361087
Sample868,0.03707914722164305,0.9629208527783569
Sample871,0.314687507468114,0.6853124925318861
Sample872,0.7395252155336034,0.2604747844663966
Sample882,0.12657626776033196,0.8734237322396681
Sample904,0.8066635187570516,0.1933364812429485
Sample906,0.14711293897111544,0.8528870610288846
Sample919,9.999990000010517e-07,0.9999990000010001
Sample943,0.016929419471050422,0.9830705805289497
Sample961,0.36330546440484174,0.6366945355951583
Sample983,0.1693618418810764,0.8306381581189235
