,0,1
Sample1006,0.48333784222469683,0.5166621577753031
Sample1023,0.6533000939507112,0.34669990604928885
Sample118,0.3907676665541934,0.6092323334458066
Sample120,0.6603750450429111,0.33962495495708894
Sample127,0.9996434206852503,0.0003565793147496458
Sample134,0.5987155716475541,0.401284428352446
Sample177,0.6500989843346436,0.3499010156653564
Sample215,0.5172869673377576,0.48271303266224247
Sample230,0.7276445070224944,0.2723554929775056
Sample234,0.6664063638893482,0.3335936361106519
Sample244,0.7138479184635431,0.286152081536457
Sample261,0.9999742329250062,2.576707499387781e-05
Sample263,0.4386720211708087,0.5613279788291913
Sample290,0.9014569494642768,0.09854305053572325
Sample302,0.7208568788541617,0.2791431211458383
Sample321,0.4925889675482342,0.5074110324517658
Sample330,0.7856329469153744,0.21436705308462556
Sample343,0.9423325361747013,0.05766746382529873
Sample353,0.6967307882028261,0.3032692117971739
Sample371,0.9913039866083618,0.00869601339163817
Sample387,0.917139651552779,0.08286034844722098
Sample409,0.9434328944207326,0.05656710557926733
Sample416,0.6189790451626402,0.3810209548373597
Sample424,0.2752376487171885,0.7247623512828115
Sample427,0.8577877435647308,0.1422122564352693
Sample454,0.7290082503972614,0.2709917496027387
Sample477,0.9954643447182784,0.004535655281721727
Sample482,0.9958851589711721,0.004114841028827899
Sample491,0.9089685744189565,0.0910314255810435
Sample495,0.9241971004310149,0.0758028995689851
Sample507,9.999990057989141e-07,0.9999990000009943
Sample509,0.9701785700905646,0.02982142990943536
Sample512,0.9376026928043373,0.062397307195662714
Sample522,0.9842416024662132,0.01575839753378672
Sample548,0.2999190174110672,0.7000809825889328
Sample564,0.8263587961491493,0.17364120385085066
Sample609,0.8618958040989645,0.1381041959010356
Sample616,0.7596346415244979,0.24036535847550214
Sample620,0.7920101423512028,0.20798985764879718
Sample624,0.49480376856636904,0.5051962314336309
Sample631,0.7939570616534972,0.20604293834650275
Sample687,0.9671692448636484,0.03283075513635157
Sample710,0.6488093000207003,0.3511906999792998
Sample712,0.637896107243126,0.36210389275687416
Sample717,0.3328017990162019,0.6671982009837981
Sample733,0.8780132334721499,0.12198676652785014
Sample746,0.48817375010343206,0.5118262498965679
Sample759,0.9646190032624681,0.03538099673753195
Sample767,0.9999915064759533,8.493524046800114e-06
Sample803,0.9999990000009753,9.9999902463913e-07
Sample812,0.8563269852293443,0.1436730147706558
Sample827,0.9064630026733607,0.09353699732663939
Sample838,0.8883975017746902,0.11160249822530975
Sample853,0.9201008080826579,0.07989919191734207
Sample868,0.9741060687561307,0.025893931243869343
Sample871,0.785175265328613,0.2148247346713869
Sample872,0.4464731238392908,0.5535268761607093
Sample882,0.9305305747128648,0.06946942528713522
Sample904,0.3660307042360155,0.6339692957639845
Sample906,0.9162315040022505,0.08376849599774938
Sample919,0.9998820008074591,0.00011799919254093249
Sample943,0.9882279930234394,0.011772006976560615
Sample961,0.6318384254590552,0.3681615745409449
Sample983,0.8542373934479375,0.1457626065520625
