,0,1,2,3
Sample1006,0.24071715698427873,0.05116418935974707,0.6523971510916055,0.05572150256436882
Sample1023,0.6252616539929174,0.037810252565240954,5.8536805555974854e-05,0.3368695566362856
Sample118,0.37336124098447565,0.03673385402475588,9.999990017335414e-07,0.5899039049917667
Sample120,0.5158157108553474,0.37834505512011024,0.10580076483624437,3.846918829807672e-05
Sample127,0.9915550157921613,0.006370239357863122,3.46859815309934e-05,0.002040058868444628
Sample134,0.5817197913282731,2.696453842842906e-06,0.00022671835268984922,0.41805079386519417
Sample177,0.5188832288265427,0.39179182011882097,0.025065588373723354,0.06425936268091301
Sample215,0.5158641776784486,0.00042171909289522843,3.474381656678768e-05,0.48367935941208934
Sample230,0.6924849838207645,0.05094852238991255,0.025920717238286317,0.2306457765510366
Sample234,0.662557281216962,2.3887024506470403e-06,1.393224006771189e-05,0.33742639784051964
Sample244,0.6860752493662352,0.015810134300754515,9.999996662491946e-07,0.29811361633334416
Sample261,0.9974800180898062,0.000511385271478618,2.217945628900204e-05,0.001986417182426125
Sample263,0.17268015414362106,9.999991423196264e-07,0.8041782610891796,0.02314058476805704
Sample290,0.8675167382472093,0.03686446882128657,0.0055734826054754825,0.09004531032602858
Sample302,0.6849243693244392,0.07526864584082055,0.030525233903079704,0.20928175093166043
Sample321,0.49326403230029575,9.999990000013675e-07,1.880407320799547e-05,0.5067161636274964
Sample330,0.7577964975179395,0.022935955013510232,7.11097780063601e-05,0.21919643769054384
Sample343,0.9043871695900948,0.03651565610509089,9.99999025967378e-07,0.05909617430578838
Sample353,0.5532876889170821,0.16018513450377142,0.15560435431512362,0.13092282226402271
Sample371,0.9524838839946729,0.028921971890577207,0.018593144115749614,9.999990003031257e-07
Sample387,0.8294468684060634,0.08484366572242265,0.08473335464532328,0.0009761112261907897
Sample409,0.8660509736887141,0.06126775043779532,0.06275555981630501,0.009925716057185577
Sample416,0.40187244691058455,0.010209206800431126,0.5752251195589476,0.012693226730036655
Sample424,0.1910870761543963,0.1514301502273084,0.09807058272026944,0.5594121908980259
Sample427,0.8248405799124855,0.025953800772813087,0.0006733606124840846,0.14853225870221737
Sample454,0.6923580949689023,0.040565688831447316,0.00022964186350853995,0.26684657433614184
Sample477,0.9676304149450667,0.02790396428530657,0.004464046874967403,1.5738946592283231e-06
Sample482,0.963704695819329,0.0324241903020858,0.0038701138795852034,9.999990000009998e-07
Sample491,0.8585492838419132,0.08950357488675265,9.999990000010754e-07,0.051946141272334205
Sample495,0.8365379014378755,0.0808722264748355,0.0825850702289474,4.801858341617411e-06
Sample507,9.999970236123498e-07,9.999970236123498e-07,9.999970236123498e-07,0.9999970000089291
Sample509,0.9262232195190433,0.043888278690210045,0.02739545473143621,0.0024930470593103617
Sample512,0.9025750541479652,0.027048142823725137,0.012600690089679314,0.05777611293863027
Sample522,0.9375800659711772,0.03596004477996734,0.026458889249855413,9.99999000001e-07
Sample548,0.005914596750768741,0.6346186865478166,9.999990002712938e-07,0.35946571670241445
Sample564,0.706136385902697,0.060415855635786136,0.23156289971954308,0.0018848587419738059
Sample609,0.8028175621446325,0.08471345102579012,9.999990019247396e-07,0.11246798683057545
Sample616,0.5985651762845668,0.10160976172895089,0.29982333305741343,1.7289290688428476e-06
Sample620,0.7689666292252784,0.021469838673303245,0.004396898068835019,0.2051666340325834
Sample624,0.22495346900750157,0.017072836327319596,0.7251122111448699,0.03286148352030885
Sample631,0.768940562162253,0.020255111130235117,0.011569962367263997,0.19923436434024774
Sample687,0.8839813028569852,0.0634115612468193,0.052606135897195615,9.99999000001e-07
Sample710,0.6071565870049023,0.05678026289804422,8.526178514833755e-06,0.3360546239185385
Sample712,0.6123093165474186,0.09901481779263323,0.001315068458392886,0.2873607972015553
Sample717,0.25888650242857175,0.12120338577558523,0.1042152956839303,0.5156948161119127
Sample733,0.7915909655364735,0.0662698511559575,0.14194854113625685,0.00019064217131220778
Sample746,0.49516381404835685,9.999980007700196e-07,9.999980007700196e-07,0.5048341859556416
Sample759,0.9186206223535126,0.036741921492718696,9.99999000007611e-07,0.0446364561547687
Sample767,0.9869637933993985,0.005996355168950991,0.0026111245704571787,0.004428726861193174
Sample803,0.9769864175592038,0.010509366254851887,0.01249091810625699,1.3298079687308568e-05
Sample812,0.8078708823462214,0.03658778551341474,0.027597364297613225,0.12794396784275075
Sample827,0.8722948295143758,0.007597596529175845,0.00013546140311476848,0.11997211255333363
Sample838,0.856500021286838,3.0082400539241806e-05,9.999990207013871e-07,0.14346889631360196
Sample853,0.880945030431088,0.006239500978185505,0.00016903394684794214,0.11264643464387855
Sample868,0.894332308757434,0.04682967824856973,0.05595265634430044,0.002885356649695905
Sample871,0.6882896410274087,0.19075719578604894,0.11992628260490601,0.0010268805816363575
Sample872,0.07972888878135534,0.4106299458731505,0.41767795067246466,0.0919632146730296
Sample882,0.8736090634177297,0.10094566807605965,9.999995961553274e-07,0.025444268506614527
Sample904,0.07015347590031125,0.07538285286347207,0.8156793752321636,0.038784296004053136
Sample906,0.849611428426403,0.09103832358764338,0.04117620052713356,0.01817404745882003
Sample919,0.9985516525535547,0.0006395098868758956,3.173057967876605e-06,0.0008056645016014613
Sample943,0.9599539822491175,0.031077844744251844,0.008726398407797918,0.00024177459883282287
Sample961,0.5969884470906479,0.030000298250865327,9.999990001149703e-07,0.37301025465948673
Sample983,0.7534658127243781,0.043060472792486565,0.2031310893889947,0.0003426250941406487
