,0,1,2,3,4
Sample1006,0.0837135235715481,0.044893105748714364,0.21077120533890653,0.6223219497428488,0.038300215597982155
Sample1023,9.99999000001014e-07,0.3196167629062173,0.616644669767789,1.272124306290805e-06,0.06373629520268728
Sample118,0.000943661294026654,0.5718313403396185,0.3666515806983315,0.0014658099289393415,0.059107607739084106
Sample120,9.9999713463454e-07,9.9999713463454e-07,0.38997891685869696,9.9999713463454e-07,0.610018083149899
Sample127,3.752694089816422e-05,3.4072911007669416e-06,0.991354626032452,0.000290737888916029,0.008313701846633175
Sample134,9.99998084578767e-07,0.4205712624565381,0.5790749278148353,0.000351809732457483,9.99998084578767e-07
Sample177,0.0006007847317887453,4.289600497162986e-06,0.40938131362482366,9.999990065320622e-07,0.590012612043884
Sample215,1.774300613788516e-06,0.47465067906539776,0.5253331104278818,1.3436207106499212e-05,9.999990003423433e-07
Sample230,0.07513011263842839,0.19865645887689756,0.6749081391808298,9.99999002510631e-07,0.0513042893048416
Sample234,0.0007169599167941241,0.35556287860412916,0.6426811696491147,1.1574630988622752e-06,0.0010378343668631918
Sample244,9.99998030982758e-07,0.2754088328974616,0.6917703463037571,9.99998030982758e-07,0.0328188208027194
Sample261,5.463855212479572e-06,0.006207658875677207,0.992875502350386,7.438850749643861e-06,0.0009039360679747231
Sample263,9.999984209040395e-07,0.02673802471356767,0.18371446392520924,0.7895455113643813,9.999984209040395e-07
Sample290,0.01896009035380815,0.08422348294947721,0.8467925975157701,9.99999000001059e-07,0.05002282918194453
Sample302,0.03781724538389201,0.186676837166755,0.6583289295425381,9.999990531601502e-07,0.11717598790776168
Sample321,1.3914885163936437e-05,0.4950660910654438,0.5047814337312218,0.00013756031916804562,9.999990024508372e-07
Sample330,9.999990008405073e-07,0.21270638698056665,0.7515412926841641,1.611637540096566e-05,0.03573520396086749
Sample343,9.999992795521109e-07,0.045490463771435716,0.8921139909912872,0.000470244025340607,0.06192430121265696
Sample353,0.3275048364504529,0.09194913203989644,0.509913983504732,0.02230168889749731,0.04833035910742134
Sample371,0.04525313079229046,0.00013271851237151667,0.9420300096016442,0.0009409534299420011,0.011643187663751867
Sample387,0.19466810438210216,5.044014083086025e-05,0.7938628291511188,9.999990000024273e-07,0.011417626326948056
Sample409,0.11723548375095985,0.01658007871079982,0.8606559018015395,7.230274261553505e-06,0.005521305462439204
Sample416,9.9999918290748e-07,0.014086532780014215,0.3868272319482208,0.5715503613070578,0.027534873965524218
Sample424,0.261031893617979,0.5266944025362928,0.17504524996179818,9.999990169135828e-07,0.03722745388491308
Sample427,9.999999473805324e-07,0.12419022687752218,0.8337989581634605,0.0012018615298596685,0.04080795342921024
Sample454,9.99999024531535e-07,0.2474981406724951,0.680084075088617,0.0010121449560104236,0.07140463928385296
Sample477,9.999981958453536e-07,9.999981958453536e-07,0.9705295770927139,6.81604527086681e-05,0.029400262458185642
Sample482,9.999980403507397e-07,0.0002051930784430476,0.9508577360798114,9.999980403507397e-07,0.04893507084566497
Sample491,0.00036050674624518833,0.01687554950101757,0.8309857648805151,0.00013179928078665824,0.15164637959143545
Sample495,0.20506622177630096,9.999970622146122e-07,0.7949307782325126,9.999970622146122e-07,9.999970622146122e-07
Sample507,9.999960015988796e-07,0.9999960000159939,9.999960015988796e-07,9.999960015988796e-07,9.999960015988796e-07
Sample509,0.040401882062776756,0.0004235315453281586,0.9083115033731544,0.0005471882091450632,0.050315894809595724
Sample512,0.020971991493071857,0.052544462434663125,0.8901115545453645,9.999995248172944e-07,0.036370991527375704
Sample522,0.059819684287374206,0.0006426220027513707,0.9189463251162462,1.4567383703988167e-05,0.020576801209924295
Sample548,9.999990000538594e-07,0.04980740491050989,0.0016956492782132793,2.8446217748732706e-05,0.9484674995945281
Sample564,0.11870522170681636,0.002941140749443567,0.6879660689198094,0.16854438752120507,0.02184318110272565
Sample609,9.999990017188195e-07,0.07062298974782896,0.7857113299511493,0.0011082674280360584,0.142556412873984
Sample616,0.20723788485628492,0.00026914033043502425,0.5618621626973884,0.20627769011735092,0.0243531219985407
Sample620,0.020229842109602176,0.2059758604334939,0.7488837686635753,3.8068281635624146e-05,0.024872460511692982
Sample624,0.025995963613232465,0.04009760562972559,0.21733078869287498,0.7061892258606666,0.010386416203500465
Sample631,0.04641740858226062,0.20230561799401445,0.7467665683374536,0.0045094050872336935,9.999990376293675e-07
Sample687,0.10233222216204102,9.99999000001e-07,0.8731598301286337,9.595933633737774e-05,0.024410988373987943
Sample710,0.0004979731935833556,0.2820393166818587,0.6120998765591802,9.99999000001e-07,0.10536183356637761
Sample712,9.999980091043985e-07,0.24416719536765744,0.5796344002506392,9.999980091043985e-07,0.17619640438568507
Sample717,0.28812294224174606,0.48005872101337066,0.23181598158277192,9.999990015766656e-07,1.3551631096233524e-06
Sample733,0.12200202675453165,1.2468392371900567e-05,0.7559812911800291,0.0868910408636963,0.035113172809371075
Sample746,9.999980000043166e-07,0.5181057093755752,0.48180541283275946,8.687779566537526e-05,9.999980000043166e-07
