,0,1,2,3,4
Sample1006,0.6298890484827739,0.21465548420583686,0.05029937642631344,0.08069619790206041,0.02445989298301547
Sample1023,0.00024550581903107097,0.6109261325361356,0.3165359445391297,9.99999110637915e-07,0.07229141710659294
Sample118,9.999990000009998e-07,0.38015671558367675,0.5476985218145958,3.966548285478934e-05,0.07210409711987263
Sample120,0.0001458566459063105,0.36027874400230026,1.0176967878044701e-05,9.999991107037384e-07,0.6395642223848048
Sample127,9.99998002090343e-07,0.9904411962454522,1.637548399197212e-05,9.99998002090343e-07,0.00954042827455149
Sample134,9.999980010623844e-07,0.5872447912910074,0.41244495433560185,9.999980010623844e-07,0.00030825437738872134
Sample177,9.999984561852026e-07,0.4283667988611877,9.999984561852026e-07,2.3579477651503884e-06,0.5716288431941349
Sample215,9.999980000605255e-07,0.4978906172110704,0.5011274064970868,0.0009799762958429088,9.999980000605255e-07
Sample230,1.9986541291152104e-06,0.6888277878873915,0.21157736791324425,0.060554303023630365,0.03903854252160474
Sample234,9.999990050295011e-07,0.652159614879194,0.34689219669431026,8.425492321347153e-05,0.0008629335042772162
Sample244,4.836806051908397e-05,0.6820255719395992,0.28747189444897403,9.999990000009998e-07,0.030453165551907562
Sample261,5.336182146797688e-06,0.9958555240561257,0.0040279497074782004,0.0001101900552494962,9.999990000010007e-07
Sample263,0.810217611932957,0.16267994720067883,0.027041856746267228,9.999990042200015e-07,5.958412109270378e-05
Sample290,9.99999000001052e-07,0.8553660587572742,0.07906978001325685,0.016346804891398746,0.0492163563390701
Sample302,0.0036298161136499836,0.6663869967326593,0.18705521239431006,0.03387586769541004,0.10905210706397059
Sample321,8.96878713977363e-05,0.5037615303966545,0.49614631071356824,9.9999900000157e-07,1.4710193795416076e-06
Sample330,9.999990001374238e-07,0.7553345331501352,0.20407329051467316,3.41535512174381e-05,0.040557022784974084
Sample343,0.0004517506770937474,0.8964865002200213,0.035252469260808765,0.00045881738651269233,0.06735046245556353
Sample353,0.02192173542357538,0.5067109136108704,0.10990454910961017,0.3204799876681584,0.04098281418778566
Sample371,4.227698492082296e-06,0.9414952395273264,9.999990000010007e-07,0.045362616414566924,0.013136916360614708
Sample387,0.0002129009670434468,0.7962313054847994,9.99999000001e-07,0.18799398290202657,0.015560810647130512
Sample409,0.001332730326225344,0.8496052909160262,0.022548975733918463,0.1154286630685166,0.011084339955313305
Sample416,0.5726852312569308,0.3944502970228228,0.008699659173517522,1.4563393664515217e-05,0.02415024915306431
Sample424,1.2099848354058724e-05,0.18109852946335997,0.5170453109951813,0.26554828736834635,0.03629577232475831
Sample427,0.0009790724178657406,0.8343335186107482,0.12729236058898466,9.999990388475999e-07,0.0373940483833625
Sample454,1.6344905827785924e-06,0.6955297845844797,0.23986466235663334,0.00021086600368355155,0.06439305256462063
Sample477,5.338030429361239e-06,0.9657015147743514,5.4693365302845996e-05,9.999990000018477e-07,0.034237453830916365
Sample482,9.999982204189764e-07,0.9458492894293782,0.00035502508575045483,9.999982204189764e-07,0.05379368548843045
Sample491,2.9334114968974157e-06,0.8309132635200392,0.014101282402453572,0.00024817708317529974,0.15473434358283508
Sample495,1.1687288594881318e-05,0.8098841363795427,1.2924079816369658e-06,0.18977915446211538,0.0003237294617654323
Sample507,9.999990009650997e-07,4.505284067570223e-05,0.9998535677968541,4.9378969354575125e-05,5.100039411464901e-05
Sample509,9.99998308668487e-07,0.9076544937801847,9.99998308668487e-07,0.03855150804877049,0.053791998174427355
Sample512,9.999990000009998e-07,0.8963576937021256,0.04765491227930056,0.017338439937893656,0.038647954081680154
Sample522,9.999990342055265e-07,0.9277889740565192,0.00045107208829537276,0.056296983135554216,0.015461970720596884
Sample548,2.354341973596893e-06,9.999981765547497e-07,0.05474209687030331,9.999981765547497e-07,0.9452535487913701
Sample564,0.1671297796602977,0.6906359928996084,9.999990000078913e-07,0.12039081826552595,0.021842409175567856
Sample609,9.999980354456769e-07,0.7827927017096854,0.08032514202749907,9.999980354456769e-07,0.13688015626674452
Sample616,0.19231518666487935,0.5633435775425862,1.2540913525712792e-05,0.2258867078338666,0.01844198704514208
Sample620,9.999990009270036e-07,0.7537394333783053,0.20414679805240837,0.02298534563480939,0.01912742293547603
Sample624,0.7130695842648713,0.2179642607470945,0.029889449878692933,0.027816150728387116,0.011260554380954241
Sample631,9.999980000040072e-07,0.7278995194458333,0.23670910690588892,0.035389373652277824,9.999980000040072e-07
Sample687,9.99999000002726e-07,0.8817781465355957,0.00016321158432571595,0.09938198037567962,0.018675661505398927
Sample710,2.0618958399800847e-05,0.6076850324421994,0.3063397988840569,0.0010045396486590553,0.08495001006668484
Sample712,0.0013462093266674057,0.579195589125388,0.24823159933537417,0.0006363714724339733,0.17059023074013646
Sample717,9.999983717810898e-07,0.2347549585020405,0.4738333461732187,0.29140969532799743,9.999983717810898e-07
Sample733,0.0833125384676179,0.7669977234121345,7.385943665566635e-06,0.11511992830520515,0.034562423871376924
Sample746,0.0007646041904538025,0.4886255858655395,0.510607809947209,9.999983989003745e-07,9.999983989003745e-07
Sample759,2.9198771225755996e-06,0.9053441372321669,0.035371853333159946,5.533378832245328e-06,0.059275556178718436
Sample767,9.999980000259005e-07,0.9898801520265754,2.329069100373231e-05,0.010094557286420846,9.999980000259005e-07
Sample803,9.999990000011284e-07,0.9733621459861425,1.0129807185322284e-05,0.02662156837092332,5.155836748817321e-06
Sample812,0.002410873877377495,0.8026983317889138,0.11254363867126271,0.0823461556633006,9.999991454003013e-07
Sample827,0.0005243700677495888,0.8728361713657847,0.11430353778771302,0.00016684609362667118,0.012169074685125797
Sample838,9.999983203287877e-07,0.8617676275565241,0.13799523253112359,0.0002351399157116583,9.999983203287877e-07
