,0,1,2
Sample1006,0.29742491658311365,0.23030438951655313,0.4722706939003333
Sample1023,0.6470169807648721,0.3529615445832847,2.1474651843204215e-05
Sample118,0.40209672659393697,0.5974916087385738,0.00041166466748918047
Sample120,0.6516977990389936,0.2698115583487864,0.07849064261222007
Sample127,0.999686519206209,0.0003124807947910845,9.999990000010045e-07
Sample134,0.5921869531323181,0.40781204686868133,9.99999000675459e-07
Sample177,0.667457058878764,0.2590360370895411,0.073506904031695
Sample215,0.5218872044402005,0.478111795559889,9.999999103970328e-07
Sample230,0.7338580853382491,0.23499114982052208,0.03115076484122887
Sample234,0.66253540184205,0.3374635981579508,9.999999993499894e-07
Sample244,0.706310990837115,0.2936880091634284,9.999994566604527e-07
Sample261,0.9999168725535906,9.999996973369535e-07,8.212744671202278e-05
Sample263,0.2472618416796413,0.23549158116433017,0.5172465771560285
Sample290,0.892253113307002,0.09608795902318094,0.011658927669816913
Sample302,0.7283218938480147,0.24672395990414225,0.024954146247843142
Sample321,0.5014225917439045,0.4985135193559763,6.388890011931762e-05
Sample330,0.7735559079165208,0.22644190498029468,2.1871031844639537e-06
Sample343,0.926693541421904,0.07330545857909428,9.99999001676548e-07
Sample353,0.5970815255630343,0.14771334363857158,0.2552051307983941
Sample371,0.9673095566529231,0.0056772664267599835,0.02701317692031691
Sample387,0.8643086319555844,0.0007729741144609503,0.13491839392995453
Sample409,0.8984572912845278,0.02000039089625452,0.08154231781921778
Sample416,0.49380315124776003,0.16400405915605634,0.34219278959618366
Sample424,0.21404718558247035,0.5950126413550852,0.1909401730624444
Sample427,0.8540112385610729,0.14537968241656443,0.0006090790223626858
Sample454,0.7124494000315721,0.28754959996938423,9.999990437868171e-07
Sample477,0.9893536660488955,0.010645333952104366,9.999990000010092e-07
Sample482,0.991328126581046,0.00867039876566689,1.474653287126077e-06
Sample491,0.8986277369870793,0.0965608594313542,0.00481140358156656
Sample495,0.8504802394252752,0.0002763063362094498,0.1492434542385154
Sample507,9.999980213198721e-07,0.9999980000039574,9.999980213198721e-07
Sample509,0.9374348111716406,0.03428926112865048,0.02827592769970891
Sample512,0.9279654760052829,0.06251422065959521,0.009520303335121934
Sample522,0.9607944452514492,0.00498011182567556,0.034225442922875306
Sample548,0.3328390717682996,0.543437086466316,0.12372384176538442
Sample564,0.7678557219569632,0.054071293059792476,0.1780729849832444
Sample609,0.8558773838772468,0.14412161612302934,9.999997240305356e-07
Sample616,0.657657355458997,0.06226595818789186,0.2800766863531113
Sample620,0.7743653252712572,0.20838006647995805,0.017254608248784827
Sample624,0.3065960890328664,0.19932228315896758,0.49408162780816595
Sample631,0.7519124311965272,0.225364003077726,0.02272356572574691
Sample687,0.9100335332799313,0.009353676479493292,0.08061279024057538
Sample710,0.6502754860575988,0.3497235139430704,9.999993308746675e-07
Sample712,0.6485359439228545,0.3491762819935073,0.0022877740836381865
Sample717,0.27763894789174515,0.5362111336961557,0.18614991841209916
Sample733,0.826421252739945,0.043327327787956726,0.13025141947209826
Sample746,0.5080872446732656,0.4919089397716258,3.8155551085305126e-06
Sample759,0.9508000600314334,0.04917317152810416,2.6768440462343643e-05
Sample767,0.9967342752464029,0.00047574926185686635,0.002789975491740224
Sample803,0.9831631208873176,9.999990054784093e-07,0.016835879113676854
Sample812,0.828644350615425,0.12452011294048368,0.046835536444091316
Sample827,0.8932089297964552,0.10679007020452448,9.99999020295683e-07
Sample838,0.8667208349874418,0.1332781650135583,9.999990000664043e-07
Sample853,0.8939493745556816,0.10604962544531855,9.999990000010706e-07
Sample868,0.9187088922296419,4.175843063654991e-06,0.08128693192729451
Sample871,0.7165652052631316,0.12239798963749839,0.16103680509937
Sample872,0.08481349876489169,0.17444893354089355,0.7407375676942148
Sample882,0.9012429867051661,0.09875601329583393,9.99999000001053e-07
Sample904,0.1193657772152064,0.2744329605368447,0.6062012622479489
Sample906,0.8795952531386934,0.08913125959182219,0.031273487269484486
Sample919,0.9999832342701712,1.576573050185276e-05,9.999993270375508e-07
Sample943,0.9815061352757529,0.018482171165013914,1.1693559233089385e-05
Sample961,0.6366648037980382,0.3632261565848853,0.00010903961707657282
Sample983,0.8047412572227691,0.07660271173032417,0.1186560310469067
